Row number,Year,Stlkey,Station,Setno,IPHC Species Code,Scientific Name,Species Name,SampleType,HooksFished,HooksRetrieved,HooksObserved,Number Observed
28,2020,20200075,2078,5,209,Stylasterias Forreri,Fish-eating Star,20Hook,792.0,792.0,160.0,2.0
29,2020,20200075,2078,5,303,,Hook with Skin,20Hook,792.0,792.0,160.0,44.0
30,2020,20200075,2078,5,304,,Empty Hook,20Hook,792.0,792.0,160.0,86.0
31,2020,20200075,2078,5,305,,Hook with Bait,20Hook,792.0,792.0,160.0,24.0
32,2020,20200076,2073,6,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,140.0,1.0
33,2020,20200076,2073,6,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,140.0,1.0
34,2020,20200076,2073,6,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,140.0,1.0
35,2020,20200076,2073,6,303,,Hook with Skin,20Hook,792.0,792.0,140.0,21.0
36,2020,20200076,2073,6,304,,Empty Hook,20Hook,792.0,792.0,140.0,84.0
37,2020,20200076,2073,6,305,,Hook with Bait,20Hook,792.0,792.0,140.0,22.0
38,2020,20200077,2268,7,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,2.0
39,2020,20200077,2268,7,209,Stylasterias Forreri,Fish-eating Star,20Hook,792.0,792.0,160.0,5.0
40,2020,20200077,2268,7,303,,Hook with Skin,20Hook,792.0,792.0,160.0,33.0
41,2020,20200077,2268,7,304,,Empty Hook,20Hook,792.0,792.0,160.0,48.0
42,2020,20200077,2268,7,305,,Hook with Bait,20Hook,792.0,792.0,160.0,65.0
43,2020,20200077,2268,7,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
44,2020,20200078,2267,8,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,11.0
45,2020,20200078,2267,8,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
46,2020,20200078,2267,8,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
47,2020,20200078,2267,8,303,,Hook with Skin,20Hook,792.0,792.0,160.0,40.0
48,2020,20200078,2267,8,304,,Empty Hook,20Hook,792.0,792.0,160.0,79.0
49,2020,20200078,2267,8,305,,Hook with Bait,20Hook,792.0,792.0,160.0,17.0
50,2020,20200079,2270,9,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,14.0
51,2020,20200079,2270,9,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,5.0
52,2020,20200079,2270,9,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,6.0
53,2020,20200079,2270,9,303,,Hook with Skin,20Hook,792.0,792.0,160.0,37.0
54,2020,20200079,2270,9,304,,Empty Hook,20Hook,792.0,792.0,160.0,66.0
55,2020,20200079,2270,9,305,,Hook with Bait,20Hook,792.0,792.0,160.0,25.0
56,2020,20200080,2272,10,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,5.0
57,2020,20200080,2272,10,303,,Hook with Skin,20Hook,792.0,792.0,160.0,66.0
58,2020,20200080,2272,10,304,,Empty Hook,20Hook,792.0,792.0,160.0,9.0
59,2020,20200080,2272,10,305,,Hook with Bait,20Hook,792.0,792.0,160.0,77.0
60,2020,20200080,2272,10,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
61,2020,20200081,2275,11,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,3.0
62,2020,20200081,2275,11,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,18.0
63,2020,20200081,2275,11,179,Sebastes melanostictus,Blackspotted Rockfish,20Hook,792.0,792.0,160.0,3.0
64,2020,20200081,2275,11,303,,Hook with Skin,20Hook,792.0,792.0,160.0,15.0
65,2020,20200081,2275,11,304,,Empty Hook,20Hook,792.0,792.0,160.0,35.0
66,2020,20200081,2275,11,305,,Hook with Bait,20Hook,792.0,792.0,160.0,85.0
67,2020,20200082,2086,12,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,5.0
68,2020,20200082,2086,12,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
69,2020,20200082,2086,12,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,2.0
70,2020,20200082,2086,12,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
71,2020,20200082,2086,12,303,,Hook with Skin,20Hook,792.0,792.0,160.0,70.0
72,2020,20200082,2086,12,304,,Empty Hook,20Hook,792.0,792.0,160.0,39.0
73,2020,20200082,2086,12,305,,Hook with Bait,20Hook,792.0,792.0,160.0,39.0
74,2020,20200082,2086,12,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
75,2020,20200083,2083,13,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,1.0
76,2020,20200083,2083,13,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,2.0
77,2020,20200083,2083,13,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,4.0
78,2020,20200083,2083,13,141,Raja binoculata,Big Skate,20Hook,800.0,800.0,160.0,1.0
79,2020,20200083,2083,13,303,,Hook with Skin,20Hook,800.0,800.0,160.0,24.0
80,2020,20200083,2083,13,304,,Empty Hook,20Hook,800.0,800.0,160.0,108.0
81,2020,20200083,2083,13,305,,Hook with Bait,20Hook,800.0,800.0,160.0,15.0
82,2020,20200084,2084,14,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,7.0
83,2020,20200084,2084,14,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
84,2020,20200084,2084,14,303,,Hook with Skin,20Hook,792.0,792.0,160.0,8.0
85,2020,20200084,2084,14,304,,Empty Hook,20Hook,792.0,792.0,160.0,105.0
86,2020,20200084,2084,14,305,,Hook with Bait,20Hook,792.0,792.0,160.0,2.0
87,2020,20200084,2084,14,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
88,2020,20200085,2074,15,11,Citharichthys spp,Sand Dab,20Hook,800.0,800.0,160.0,1.0
89,2020,20200085,2074,15,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,4.0
90,2020,20200085,2074,15,102,Cancer oregonensis,Oregon Rock Crab,20Hook,800.0,800.0,160.0,1.0
91,2020,20200085,2074,15,141,Raja binoculata,Big Skate,20Hook,800.0,800.0,160.0,1.0
92,2020,20200085,2074,15,303,,Hook with Skin,20Hook,800.0,800.0,160.0,17.0
93,2020,20200085,2074,15,304,,Empty Hook,20Hook,800.0,800.0,160.0,104.0
94,2020,20200085,2074,15,305,,Hook with Bait,20Hook,800.0,800.0,160.0,27.0
95,2020,20200086,2269,16,303,,Hook with Skin,20Hook,792.0,792.0,160.0,38.0
96,2020,20200086,2269,16,304,,Empty Hook,20Hook,792.0,792.0,160.0,112.0
97,2020,20200086,2269,16,305,,Hook with Bait,20Hook,792.0,792.0,160.0,6.0
98,2020,20200087,2067,17,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,3.0
99,2020,20200087,2067,17,303,,Hook with Skin,20Hook,792.0,792.0,160.0,16.0
100,2020,20200087,2067,17,304,,Empty Hook,20Hook,792.0,792.0,160.0,121.0
101,2020,20200087,2067,17,305,,Hook with Bait,20Hook,792.0,792.0,160.0,17.0
102,2020,20200230,2307,1,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,31.0
103,2020,20200230,2307,1,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
104,2020,20200230,2307,1,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,3.0
105,2020,20200230,2307,1,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,5.0
106,2020,20200230,2307,1,303,,Hook with Skin,20Hook,792.0,792.0,160.0,33.0
107,2020,20200230,2307,1,304,,Empty Hook,20Hook,792.0,792.0,160.0,67.0
108,2020,20200230,2307,1,305,,Hook with Bait,20Hook,792.0,792.0,160.0,14.0
109,2020,20200230,2307,1,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
110,2020,20200231,2283,2,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
111,2020,20200231,2283,2,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,18.0
112,2020,20200231,2283,2,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
113,2020,20200231,2283,2,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,6.0
114,2020,20200231,2283,2,303,,Hook with Skin,20Hook,792.0,792.0,160.0,14.0
115,2020,20200231,2283,2,304,,Empty Hook,20Hook,792.0,792.0,160.0,96.0
116,2020,20200231,2283,2,305,,Hook with Bait,20Hook,792.0,792.0,160.0,6.0
117,2020,20200231,2283,2,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
118,2020,20200232,2291,3,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,40.0
119,2020,20200232,2291,3,56,Hydrolagus colliei,Spotted Ratfish,20Hook,792.0,792.0,160.0,1.0
120,2020,20200232,2291,3,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
121,2020,20200232,2291,3,209,Stylasterias Forreri,Fish-eating Star,20Hook,792.0,792.0,160.0,3.0
122,2020,20200232,2291,3,303,,Hook with Skin,20Hook,792.0,792.0,160.0,27.0
123,2020,20200232,2291,3,304,,Empty Hook,20Hook,792.0,792.0,160.0,63.0
124,2020,20200232,2291,3,305,,Hook with Bait,20Hook,792.0,792.0,160.0,18.0
125,2020,20200232,2291,3,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
126,2020,20200233,2298,4,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,3.0
127,2020,20200233,2298,4,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,28.0
128,2020,20200233,2298,4,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,4.0
129,2020,20200233,2298,4,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
130,2020,20200233,2298,4,303,,Hook with Skin,20Hook,792.0,792.0,160.0,28.0
131,2020,20200233,2298,4,304,,Empty Hook,20Hook,792.0,792.0,160.0,70.0
132,2020,20200233,2298,4,305,,Hook with Bait,20Hook,792.0,792.0,160.0,23.0
133,2020,20200234,2127,5,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
134,2020,20200234,2127,5,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,9.0
135,2020,20200234,2127,5,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
136,2020,20200234,2127,5,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,3.0
137,2020,20200234,2127,5,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,7.0
138,2020,20200234,2127,5,303,,Hook with Skin,20Hook,792.0,792.0,160.0,29.0
139,2020,20200234,2127,5,304,,Empty Hook,20Hook,792.0,792.0,160.0,79.0
140,2020,20200234,2127,5,305,,Hook with Bait,20Hook,792.0,792.0,160.0,21.0
141,2020,20200234,2127,5,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,3.0
142,2020,20200235,2286,6,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
143,2020,20200235,2286,6,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
144,2020,20200235,2286,6,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,7.0
145,2020,20200235,2286,6,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,2.0
146,2020,20200235,2286,6,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,5.0
147,2020,20200235,2286,6,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
148,2020,20200235,2286,6,304,,Empty Hook,20Hook,792.0,792.0,160.0,90.0
149,2020,20200235,2286,6,305,,Hook with Bait,20Hook,792.0,792.0,160.0,7.0
150,2020,20200235,2286,6,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
151,2020,20200236,2278,7,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
152,2020,20200236,2278,7,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,2.0
153,2020,20200236,2278,7,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,2.0
154,2020,20200236,2278,7,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
155,2020,20200236,2278,7,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,2.0
156,2020,20200236,2278,7,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
157,2020,20200236,2278,7,303,,Hook with Skin,20Hook,792.0,792.0,160.0,37.0
158,2020,20200236,2278,7,304,,Empty Hook,20Hook,792.0,792.0,160.0,54.0
159,2020,20200236,2278,7,305,,Hook with Bait,20Hook,792.0,792.0,160.0,47.0
160,2020,20200236,2278,7,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
161,2020,20200237,2108,8,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
162,2020,20200237,2108,8,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,1.0
163,2020,20200237,2108,8,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,23.0
164,2020,20200237,2108,8,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,6.0
165,2020,20200237,2108,8,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,3.0
166,2020,20200237,2108,8,303,,Hook with Skin,20Hook,800.0,800.0,160.0,30.0
167,2020,20200237,2108,8,304,,Empty Hook,20Hook,800.0,800.0,160.0,81.0
168,2020,20200238,2115,9,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,2.0
169,2020,20200238,2115,9,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,1.0
170,2020,20200238,2115,9,56,Hydrolagus colliei,Spotted Ratfish,20Hook,784.0,784.0,160.0,2.0
171,2020,20200238,2115,9,87,Sebastes maliger,Quillback Rockfish,20Hook,784.0,784.0,160.0,4.0
172,2020,20200238,2115,9,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,2.0
173,2020,20200238,2115,9,303,,Hook with Skin,20Hook,784.0,784.0,160.0,25.0
174,2020,20200238,2115,9,304,,Empty Hook,20Hook,784.0,784.0,160.0,30.0
175,2020,20200238,2115,9,305,,Hook with Bait,20Hook,784.0,784.0,160.0,79.0
176,2020,20200239,2109,10,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,40.0
177,2020,20200239,2109,10,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
178,2020,20200239,2109,10,303,,Hook with Skin,20Hook,792.0,792.0,160.0,11.0
179,2020,20200239,2109,10,304,,Empty Hook,20Hook,792.0,792.0,160.0,86.0
180,2020,20200240,2100,11,14,Eopsetta jordani,Petrale Sole,20Hook,792.0,792.0,160.0,1.0
181,2020,20200240,2100,11,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,12.0
182,2020,20200240,2100,11,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,2.0
183,2020,20200240,2100,11,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,1.0
184,2020,20200240,2100,11,126,Prionace glauca,Blue Shark,20Hook,792.0,792.0,160.0,2.0
185,2020,20200240,2100,11,303,,Hook with Skin,20Hook,792.0,792.0,160.0,24.0
186,2020,20200240,2100,11,304,,Empty Hook,20Hook,792.0,792.0,160.0,32.0
187,2020,20200240,2100,11,305,,Hook with Bait,20Hook,792.0,792.0,160.0,70.0
188,2020,20200241,2095,12,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
189,2020,20200241,2095,12,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,11.0
190,2020,20200241,2095,12,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,21.0
191,2020,20200241,2095,12,303,,Hook with Skin,20Hook,792.0,792.0,160.0,4.0
192,2020,20200241,2095,12,304,,Empty Hook,20Hook,792.0,792.0,160.0,83.0
193,2020,20200241,2095,12,305,,Hook with Bait,20Hook,792.0,792.0,160.0,23.0
194,2020,20200242,2089,13,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,7.0
195,2020,20200242,2089,13,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
196,2020,20200242,2089,13,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,2.0
197,2020,20200242,2089,13,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
198,2020,20200242,2089,13,303,,Hook with Skin,20Hook,792.0,792.0,160.0,50.0
199,2020,20200242,2089,13,304,,Empty Hook,20Hook,792.0,792.0,160.0,38.0
200,2020,20200242,2089,13,305,,Hook with Bait,20Hook,792.0,792.0,160.0,58.0
201,2020,20200243,2087,14,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
202,2020,20200243,2087,14,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,11.0
203,2020,20200243,2087,14,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,7.0
204,2020,20200243,2087,14,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
205,2020,20200243,2087,14,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,1.0
206,2020,20200243,2087,14,126,Prionace glauca,Blue Shark,20Hook,792.0,792.0,160.0,1.0
207,2020,20200243,2087,14,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
208,2020,20200243,2087,14,219,Ophuroidea,Brittle Star,20Hook,792.0,792.0,160.0,1.0
209,2020,20200243,2087,14,303,,Hook with Skin,20Hook,792.0,792.0,160.0,66.0
210,2020,20200243,2087,14,304,,Empty Hook,20Hook,792.0,792.0,160.0,52.0
211,2020,20200243,2087,14,305,,Hook with Bait,20Hook,792.0,792.0,160.0,9.0
212,2020,20200244,2088,15,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,29.0
213,2020,20200244,2088,15,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
214,2020,20200244,2088,15,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,2.0
215,2020,20200244,2088,15,128,Sebastes reedi,Yellowmouth Rockfish,20Hook,792.0,792.0,160.0,1.0
216,2020,20200244,2088,15,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,3.0
217,2020,20200244,2088,15,303,,Hook with Skin,20Hook,792.0,792.0,160.0,27.0
218,2020,20200244,2088,15,304,,Empty Hook,20Hook,792.0,792.0,160.0,54.0
219,2020,20200244,2088,15,305,,Hook with Bait,20Hook,792.0,792.0,160.0,33.0
220,2020,20200244,2088,15,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,4.0
221,2020,20200245,2274,16,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,7.0
222,2020,20200245,2274,16,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
223,2020,20200245,2274,16,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,1.0
224,2020,20200245,2274,16,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,18.0
225,2020,20200245,2274,16,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,22.0
226,2020,20200245,2274,16,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,11.0
227,2020,20200245,2274,16,119,Sebastes borealis,Shortraker Rockfish,20Hook,792.0,792.0,160.0,2.0
228,2020,20200245,2274,16,127,Sebastes paucispinis,Bocaccio,20Hook,792.0,792.0,160.0,2.0
229,2020,20200245,2274,16,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
230,2020,20200245,2274,16,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
231,2020,20200245,2274,16,303,,Hook with Skin,20Hook,792.0,792.0,160.0,10.0
232,2020,20200245,2274,16,304,,Empty Hook,20Hook,792.0,792.0,160.0,56.0
233,2020,20200245,2274,16,305,,Hook with Bait,20Hook,792.0,792.0,160.0,14.0
234,2020,20200245,2274,16,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,4.0
235,2020,20200246,2273,17,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,7.0
236,2020,20200246,2273,17,124,Sebastes caurinus,Copper Rockfish,20Hook,792.0,792.0,160.0,1.0
237,2020,20200246,2273,17,303,,Hook with Skin,20Hook,792.0,792.0,160.0,29.0
238,2020,20200246,2273,17,304,,Empty Hook,20Hook,792.0,792.0,160.0,15.0
239,2020,20200246,2273,17,305,,Hook with Bait,20Hook,792.0,792.0,160.0,96.0
240,2020,20200246,2273,17,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
241,2020,20200247,2126,18,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,2.0
242,2020,20200247,2126,18,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,5.0
243,2020,20200247,2126,18,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,16.0
244,2020,20200247,2126,18,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,4.0
245,2020,20200247,2126,18,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
246,2020,20200247,2126,18,303,,Hook with Skin,20Hook,792.0,792.0,160.0,39.0
247,2020,20200247,2126,18,304,,Empty Hook,20Hook,792.0,792.0,160.0,47.0
248,2020,20200247,2126,18,305,,Hook with Bait,20Hook,792.0,792.0,160.0,42.0
249,2020,20200248,2124,19,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
250,2020,20200248,2124,19,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,3.0
251,2020,20200248,2124,19,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,21.0
252,2020,20200248,2124,19,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
253,2020,20200248,2124,19,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,10.0
254,2020,20200248,2124,19,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,2.0
255,2020,20200248,2124,19,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
256,2020,20200248,2124,19,303,,Hook with Skin,20Hook,792.0,792.0,160.0,9.0
257,2020,20200248,2124,19,304,,Empty Hook,20Hook,792.0,792.0,160.0,45.0
258,2020,20200248,2124,19,305,,Hook with Bait,20Hook,792.0,792.0,160.0,59.0
259,2020,20200249,2277,20,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,1.0
260,2020,20200249,2277,20,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,4.0
261,2020,20200249,2277,20,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,784.0,784.0,160.0,1.0
262,2020,20200249,2277,20,127,Sebastes paucispinis,Bocaccio,20Hook,784.0,784.0,160.0,1.0
263,2020,20200249,2277,20,141,Raja binoculata,Big Skate,20Hook,784.0,784.0,160.0,2.0
264,2020,20200249,2277,20,303,,Hook with Skin,20Hook,784.0,784.0,160.0,16.0
265,2020,20200249,2277,20,304,,Empty Hook,20Hook,784.0,784.0,160.0,38.0
266,2020,20200249,2277,20,305,,Hook with Bait,20Hook,784.0,784.0,160.0,74.0
267,2020,20200250,2114,21,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
